lat,lon,ele,time,x,y,dt,seg,step,speed,heading,turn,cum_dist,elapsed
41.384753,2.118466,58.415,2026-06-01 13:17:26.380000+00:00,-8.959636243251191,89.9745740563127,,0,,,,,0.0,0.0
41.385173,2.116694,58.665,2026-06-01 13:19:15.579000+00:00,-156.79608805577757,136.67644324707538,109.199,0,155.03767629330795,1.4197719419894683,2.8356112269557303,,155.03767629330795,109.199
41.385223,2.116718,58.511,2026-06-01 13:19:17.579000+00:00,-154.79378848267362,142.23618957935957,2.0,0,5.909313230807773,2.9546566154038865,1.225114819274823,-1.6104964076809074,160.94698952411574,111.199
41.38525,2.116655,58.409,2026-06-01 13:19:20.579000+00:00,-160.04982486199683,145.2384525979018,3.0,0,6.053057215430508,2.017685738476836,2.622616706659958,1.3975018873851353,167.00004673954624,114.199
41.385247,2.116586,58.693,2026-06-01 13:19:26.996000+00:00,-165.80643613464576,144.90486781806376,6.417,0,5.766268477076699,0.898592563047639,-3.083709269814993,0.5768593307046359,172.76631521662293,120.616
41.385234,2.116525,58.867,2026-06-01 13:19:31.997000+00:00,-170.89561421618265,143.45933377162746,5.001,0,5.290491680836667,1.0578867588155703,-2.864840892892815,0.21886837692217798,178.0568068974596,125.617
41.385204,2.116461,59.158,2026-06-01 13:19:36.998000+00:00,-176.23507974441557,140.12348597253987,5.001,0,6.295853608992602,1.2589189380109183,-2.583170882734537,0.28167001015827786,184.35266050645222,130.618
41.385189,2.116384,59.133,2026-06-01 13:19:40.998000+00:00,-182.6591242080439,138.45556207264244,4.0,0,6.637041314209422,1.6592603285523555,-2.887564017724726,-0.30439313499018894,190.98970182066165,134.618
41.385166,2.116314,59.517,2026-06-01 13:19:44.998000+00:00,-188.4991646295362,135.8980787596078,4.0,0,6.375483748008047,1.5938709370020117,-2.728827901026736,0.15873611669799015,197.3651855686697,138.618
41.385151,2.116252,59.694,2026-06-01 13:19:49.998000+00:00,-193.671771860016,134.23015486041768,5.0,0,5.434872187485322,1.0869744374970645,-2.829665944231556,-0.10083804320482015,202.800057756155,143.618
41.385099,2.116235,59.699,2026-06-01 13:19:52.998000+00:00,-195.09006739091762,128.44801867467237,3.0,0,5.953541893988895,1.984513964662965,-1.8113364004569599,1.0183295437745965,208.7535996501439,146.618
41.385042,2.116211,59.569,2026-06-01 13:19:55.998000+00:00,-197.09236696402158,122.10990785562792,3.0,0,6.646867858994981,2.2156226196649937,-1.8767886625049328,-0.06545226204797316,215.4004675091389,149.618
41.384994,2.116231,59.295,2026-06-01 13:20:00.998000+00:00,-195.42378398645707,116.77255137680487,5.0,0,5.592096506235607,1.1184193012471213,-1.2677989645294894,0.6089896979754434,220.9925640153745,154.618
