lat,lon,ele,time,x,y,dt,seg,step,speed,heading,turn,cum_dist,elapsed
41.384708,2.118081,61.039,2026-06-01 13:15:22+00:00,37.38130476229044,101.79701137667973,,0,,,,,0.0,0.0
41.384649,2.118106,61.001,2026-06-01 13:15:23+00:00,39.467038337952005,95.23651070417417,1.0,0,6.884072459132602,6.884072459132602,-1.2629786541330574,,6.884072459132602,1.0
41.384606,2.118124,61.021,2026-06-01 13:15:24+00:00,40.96876651238056,90.45512885794294,1.0,0,5.011666376500142,5.011666376500142,-1.2664742438256638,-0.003495589692606327,11.895738835632745,2.0
41.384641,2.11807,61.009,2026-06-01 13:15:29+00:00,36.46358198899537,94.34695129103699,5.0,0,5.953399821991088,1.1906799643982175,2.4291103140902828,-2.5876007492636397,17.849138657623833,7.0
41.384662,2.118137,61.035,2026-06-01 13:15:35+00:00,42.05334797172325,96.68204475061049,6.0,0,6.057899405454392,1.0096499009090654,0.39570907703316466,-2.033401237057118,23.907038063078225,13.0
41.385229,2.117954,61.089,2026-06-01 13:16:41+00:00,26.785778198034517,159.72956815838768,66.0,0,64.86978414214639,0.9828755173052482,1.8083823870382254,1.4126733100050606,88.77682220522462,79.0
41.38519,2.117991,61.03,2026-06-01 13:17:01+00:00,29.872663889981787,155.3929660190787,20.0,0,5.323061279922296,0.2661530639961148,-0.9521805978580881,-2.7605629848963136,94.09988348514692,99.0
41.382336,2.117596,61.085,2026-06-01 13:27:45+00:00,-3.0819266051524745,-161.957354624505,644.0,1,,,-1.674268405456851,-0.7220878075987631,94.09988348514692,743.0
41.382374,2.117562,62.949,2026-06-01 13:30:04+00:00,-5.918524267995148,-157.73194741228025,139.0,2,,,2.1620131120844537,-2.4469037896382817,94.09988348514692,882.0
41.382412,2.117523,62.887,2026-06-01 13:30:10+00:00,-9.172268646023205,-153.50654019934817,6.0,2,5.333002774483402,0.8888337957472338,2.2270019099923064,0.06498879790785272,99.43288625963032,888.0
41.382465,2.117504,62.694,2026-06-01 13:30:15+00:00,-10.757426163508745,-147.61320908722598,5.0,2,6.102792471676242,1.2205584943352483,1.8335523676148915,-0.3934495423774149,105.53567873130656,893.0
41.382513,2.117537,61.53,2026-06-01 13:30:20+00:00,-8.00425784365671,-142.27585260840291,5.0,2,6.005606545509909,1.2011213091019817,1.0945651062687858,-0.7389872613461055,111.54128527681647,898.0
41.382549,2.117588,61.749,2026-06-01 13:30:25+00:00,-3.749361349342946,-138.2728352496393,5.0,2,5.841942498166726,1.1683884996333451,0.7549060715488628,-0.3396590347199231,117.3832277749832,903.0
41.382582,2.117643,62.243,2026-06-01 13:30:30+00:00,0.8392525170992232,-134.60340267000637,5.0,2,5.8753819170992445,1.175076383419849,0.6745470981909834,-0.08035897335787956,123.25860969208244,908.0
41.382603,2.1177,62.364,2026-06-01 13:30:34+00:00,5.5947250695558415,-132.26830921043288,4.0,2,5.29784679488858,1.324461698722145,0.45644822674678126,-0.21809887144420204,128.55645648697103,912.0
41.382632,2.117758,62.21,2026-06-01 13:30:39+00:00,10.4336269650031,-129.04365633772218,5.0,2,5.814925425424164,1.162985085084833,0.5878192032507661,0.13137097650398477,134.37138191239518,917.0
41.382679,2.117735,62.409,2026-06-01 13:30:43+00:00,8.514752075455494,-123.81749478527604,4.0,2,5.567301448098767,1.3918253620246916,1.9226822277450948,1.3348630244943287,139.93868336049394,921.0
41.382721,2.117708,62.736,2026-06-01 13:30:47+00:00,6.2621598137463135,-119.14730786683636,4.0,2,5.185057159827385,1.2962642899568462,2.0202119219138353,0.09752969416874047,145.12374052032132,925.0
41.382721,2.117639,63.15,2026-06-01 13:30:55+00:00,0.5055351449708183,-119.14730786683636,8.0,2,5.756624668775495,0.7195780835969369,3.141592653589793,1.1213807316759574,150.8803651890968,933.0
41.382758,2.117591,59.021,2026-06-01 13:31:47+00:00,-3.499073320271519,-115.03309558028118,52.0,2,5.7413963196013675,0.11041146768464169,2.3426953421029046,-0.7988973114868885,156.62176150869817,985.0
41.382802,2.117564,58.276,2026-06-01 13:31:56+00:00,-5.751665581980699,-110.14051880838038,9.0,2,5.3862305340985355,0.5984700593442818,2.00227357732681,-0.34042176477609454,162.0079920427967,994.0
41.38279,2.117623,57.76,2026-06-01 13:33:45+00:00,-0.8293343434432942,-111.47485792773249,109.0,2,5.099980951661932,0.046788816070292956,-0.2647169607909303,-2.2669905381177404,167.10797299445863,1103.0
41.382755,2.117671,57.748,2026-06-01 13:33:52+00:00,3.1752741217990432,-115.3666803601192,7.0,2,5.584189359711852,0.7977413371016931,-0.7711159686344964,-0.5063990078435658,172.69216235417048,1110.0
41.382708,2.117695,57.075,2026-06-01 13:33:57+00:00,5.177578354403628,-120.59284191256536,5.0,2,5.59660493622452,1.1193209872449041,-1.204916278536996,-0.43380030990249985,178.288767290395,1115.0
41.382665,2.117725,56.681,2026-06-01 13:34:02+00:00,7.680458645184235,-125.37422375808927,5.0,2,5.396852981384952,1.0793705962769904,-1.0885543621073954,0.11636191642960059,183.68562027177992,1120.0
41.382622,2.117687,55.88,2026-06-01 13:34:08+00:00,4.510143610213156,-130.1556056043205,6.0,2,5.736942546377226,0.9561570910628711,-2.156293779688238,-1.0677394175808428,189.42256281815716,1126.0
41.382593,2.117631,55.485,2026-06-01 13:34:13+00:00,-0.16189959925282238,-133.38025847703116,5.0,2,5.6768278026199015,1.1353655605239803,-2.537472941853858,-0.38117916216562,195.09939062077706,1131.0
41.382569,2.117572,55.589,2026-06-01 13:34:18+00:00,-5.084230837757058,-136.04893671715,5.0,2,5.5992131921224875,1.1198426384244975,-2.6447905759208123,-0.10731763406695416,200.69860381289953,1136.0
41.382552,2.117516,55.917,2026-06-01 13:34:23+00:00,-9.7562740471567,-137.93925046980127,5.0,2,5.039967642154041,1.0079935284308081,-2.7571261275463423,-0.11233555162553,205.73857145505357,1141.0
41.382512,2.117475,56.509,2026-06-01 13:34:29+00:00,-13.176877111199206,-142.38704753548714,6.0,2,5.611009183672833,0.9351681972788054,-2.226381868158543,0.5307442593877991,211.3495806387264,1147.0
41.382465,2.117474,56.69,2026-06-01 13:34:33+00:00,-13.260306454256183,-147.61320908722598,4.0,2,5.226827433554339,1.3067068583885848,-1.586758760446885,0.6396231077116585,216.57640807228074,1151.0
41.382417,2.117453,56.614,2026-06-01 13:34:38+00:00,-15.012322657822509,-152.95056556675635,5.0,2,5.617555960303715,1.123511192060743,-1.8879698203350193,-0.30121105988813435,222.19396403258446,1156.0
41.382374,2.117426,56.635,2026-06-01 13:34:42+00:00,-17.26491491949852,-157.73194741228025,4.0,2,5.285431321100307,1.3213578302750768,-2.011072060160631,-0.12310223982561208,227.47939535368477,1160.0
41.382327,2.117393,56.42,2026-06-01 13:34:47+00:00,-20.018083239350553,-162.9581089647264,5.0,2,5.907004348204185,1.1814008696408371,-2.055657312113076,-0.04458525195244478,233.38639970188896,1165.0
41.382289,2.117346,56.254,2026-06-01 13:34:51+00:00,-23.939262361535913,-167.18351617695114,4.0,2,5.764521820357982,1.4411304550894954,-2.318867593864242,-0.2632102817511659,239.15092152224693,1169.0
41.382258,2.117288,55.822,2026-06-01 13:34:56+00:00,-28.77816425704951,-170.63055890312296,5.0,2,5.941134160281107,1.1882268320562215,-2.5226191119332415,-0.20375151806899972,245.09205568252804,1174.0
41.382231,2.117227,56.359,2026-06-01 13:35:01+00:00,-33.867354181568196,-173.6328219223725,5.0,2,5.90875937270895,1.1817518745417899,-2.6086108770472096,-0.08599176511396811,251.00081505523698,1179.0
41.382212,2.117169,56.965,2026-06-01 13:35:05+00:00,-38.70625607704862,-175.74552552848488,4.0,2,5.280008341031698,1.3200020852579244,-2.7299310954377076,-0.121320218390498,256.28082339626866,1183.0
41.382195,2.117113,57.174,2026-06-01 13:35:09+00:00,-43.378299286514604,-177.63583928113613,4.0,2,5.039967642215539,1.2599919105538848,-2.7571261275512793,-0.02719503211357166,261.3207910384842,1187.0
41.382177,2.117056,57.773,2026-06-01 13:35:13+00:00,-48.13377183897122,-179.63734796157894,4.0,2,5.159511236062595,1.2898778090156489,-2.7432123161565025,0.013913811394776765,266.4803022745468,1191.0
41.382162,2.116987,58.085,2026-06-01 13:35:18+00:00,-53.890396507746715,-181.30527186076907,5.0,2,5.993387832490416,1.1986775664980833,-2.859575163871763,-0.11636284771526029,272.4736901070372,1196.0
41.382146,2.116925,58.513,2026-06-01 13:35:23+00:00,-59.06301577532238,-183.0843906870434,5.0,2,5.470032347737875,1.0940064695475749,-2.8103183405567815,0.04925682331498127,277.94372245477507,1201.0
41.38213,2.11686,58.609,2026-06-01 13:35:28+00:00,-64.48592307200263,-184.86350951402508,5.0,2,5.70729247094528,1.141458494189056,-2.8245822881341636,-0.01426394757738203,283.65101492572035,1206.0
41.382123,2.116798,59.499,2026-06-01 13:35:33+00:00,-69.65854233954514,-185.64187400007802,5.0,2,5.2308547446952085,1.0461709489390416,-2.9922354303122303,-0.1676531421780667,288.88186967041554,1211.0
41.382115,2.116726,59.853,2026-06-01 13:35:39+00:00,-75.66545503742522,-186.5314334132152,6.0,2,6.072422589828046,1.0120704316380078,-2.994571896582572,-0.002336466270341564,294.95429226024356,1217.0
41.382094,2.116668,60.034,2026-06-01 13:35:44+00:00,-80.50435693287248,-188.8665268727887,5.0,2,5.372860785345742,1.0745721570691484,-2.691988608037526,0.3025832885450459,300.3271530455893,1222.0
41.382079,2.116611,60.389,2026-06-01 13:35:49+00:00,-85.25982948539543,-190.53445077268617,5.0,2,5.039492963944712,1.0078985927889423,-2.8042607178117898,-0.11227210977426383,305.366646009534,1227.0
41.382069,2.116544,61.043,2026-06-01 13:35:55+00:00,-90.84959546805698,-191.64640003857713,6.0,2,5.699290737524771,0.9498817895874617,-2.945230088841106,-0.14096937102931628,311.0659367470588,1233.0
