lat,lon,ele,time,x,y
41.384537,2.117887,75.493,2026-06-01 13:17:09.607000+00:00,-26.89545087205897,140.41655624214144
41.384464,2.117351,71.665,2026-06-01 13:17:51.902000+00:00,-71.61393517235372,132.29932659682265
41.38426,2.117198,70.421,2026-06-01 13:18:13.070000+00:00,-84.37872639988717,109.61556156076368
41.384308,2.117317,70.709,2026-06-01 13:18:17.297000+00:00,-74.4505554451721,114.95291803958673
41.38434,2.117362,70.961,2026-06-01 13:18:19.298000+00:00,-70.69620508412113,118.51115569284276
41.384352,2.117424,71.265,2026-06-01 13:18:21.296000+00:00,-65.52354458667757,119.84549481290219
41.384307,2.117401,70.846,2026-06-01 13:18:23.297000+00:00,-67.44243477123021,114.84172311391715
41.38426,2.117349,70.591,2026-06-01 13:18:24.297000+00:00,-71.78079518842917,109.61556156076368
41.38421,2.117296,70.215,2026-06-01 13:18:25.297000+00:00,-76.20258561364928,104.05581522918683
41.38416,2.117269,70.092,2026-06-01 13:18:27.298000+00:00,-78.45519583028648,98.49606889690266
41.38412,2.117299,69.762,2026-06-01 13:18:34.337000+00:00,-75.95229558955268,94.04827183121678
41.384125,2.117364,69.759,2026-06-01 13:18:43.337000+00:00,-70.52934506811202,94.60424646380861
41.384127,2.117429,69.732,2026-06-01 13:18:50.337000+00:00,-65.10639454657186,94.82663631726973
41.384127,2.117494,69.725,2026-06-01 13:18:58.337000+00:00,-59.683444025064865,94.82663631726973
41.384147,2.117551,70.226,2026-06-01 13:19:03.336000+00:00,-54.927933567760185,97.05053485046633
41.384167,2.117626,70.908,2026-06-01 13:19:08.336000+00:00,-48.67068296607493,99.2744333829556
41.384184,2.117694,71.509,2026-06-01 13:19:12.336000+00:00,-42.9974424205045,101.16474713631418
41.384204,2.117769,72.264,2026-06-01 13:19:16.337000+00:00,-36.74019181878607,103.38864566880346
41.384219,2.117827,72.978,2026-06-01 13:19:20.337000+00:00,-31.901251353427078,105.05656956940823
