xmin_m,n_tail,alpha,alpha_SE,lambda_exp,lognorm_s,lognorm_scale,z_vs_lognormal,z_vs_exponential
22.441815323620443,117,2.394581621062346,0.12892911647589692,0.031672522875421494,0.5360405295175458,45.96990339537146,0.5504448914020976,-1.1946364867920816
