theta_rad,theta_deg,density
1.283407525150718,73.5338345864662,0.06050017328258172
1.2991548567476592,74.43609022556393,0.05743985905123708
1.3149021883446004,75.33834586466166,0.05452190446915956
1.3306495199415416,76.24060150375941,0.051741044198887455
1.3463968515384828,77.14285714285714,0.049092089599016384
1.362144183135424,78.04511278195488,0.046569938508513105
1.3778915147323652,78.94736842105262,0.04416958390091537
1.3936388463293063,79.84962406015035,0.04188612146291572
1.4093861779262484,80.75187969924814,0.03971475615325295
1.4251335095231896,81.65413533834588,0.03765080779873788
1.4408808411201308,82.55639097744361,0.035689715784660805
1.456628172717072,83.45864661654136,0.03382704289682101
1.4723755043140132,84.36090225563909,0.03205847837201174
1.4881228359109544,85.26315789473684,0.030379840213046155
1.5038701675078956,86.16541353383457,0.0287870768233507
1.5196174991048377,87.06766917293236,0.02727626801482769
1.5353648307017789,87.96992481203009,0.02584362544113463
1.55111216229872,88.87218045112783,0.024485492506778127
1.5668594938956613,89.77443609022556,0.023198343800515255
1.5826068254926025,90.67669172932331,0.021978784099515997
1.5983541570895436,91.57894736842104,0.020823546988606834
1.6141014886864848,92.48120300751877,0.019729493136706886
1.629848820283427,93.38345864661656,0.018693608270312714
1.6455961518803681,94.2857142857143,0.017713000881606437
1.6613434834773093,95.18796992481204,0.016784899706473802
1.6770908150742505,96.09022556390978,0.01590665100544538
1.6928381466711917,96.99248120300751,0.015075715678324445
1.708585478268133,97.89473684210525,0.014289666241059835
1.724332809865074,98.79699248120299,0.013546183691268102
1.7400801414620162,99.69924812030078,0.012843054286718529
1.7558274730589574,100.60150375939851,0.012178166259075213
1.7715748046558986,101.50375939849626,0.011549506483247755
1.7873221362528398,102.40601503759399,0.010955157120844628
1.803069467849781,103.30827067669172,0.01039329225445019
1.8188167994467221,104.21052631578947,0.009862174527765362
1.8345641310436633,105.1127819548872,0.009360151805061223
1.8503114626406054,106.01503759398499,0.008885653861897089
1.8660587942375466,106.91729323308273,0.00843718911764912
1.8818061258344878,107.81954887218046,0.00801334141908091
1.897553457431429,108.7218045112782,0.00761276688296462
1.9133007890283702,109.62406015037594,0.007234190804624377
1.9290481206253114,110.52631578947367,0.006876404638224347
1.9447954522222526,111.42857142857142,0.006538263053656437
1.9605427838191947,112.3308270676692,0.006218681073995419
1.9762901154161359,113.23308270676694,0.005916631296678459
1.992037447013077,114.13533834586467,0.00563114120082777
