group,x_m,y_m
Group 5,-190.25734078764913,-178.96106886564533
Group 5,-195.59684518817127,-177.96031452613127
Group 5,-199.8517627573311,-181.85213695781067
Group 5,-205.52498618287757,-180.62899276483546
Group 5,-211.19820960839084,-180.29540798499744
Group 5,-216.95486279016023,-181.51855217797262
Group 5,-222.46122670322768,-183.1864760785774
Group 5,-227.4670120786923,-182.40811159181715
Group 5,-232.3893676979008,-180.07301813224365
Group 5,-232.80651647921442,-174.51327179995945
Group 5,-233.22366526046167,-169.39830517459754
Group 5,-235.80998770446664,-162.61541464933816
Group 5,-238.39631014847163,-158.05642265656806
Group 5,-241.06606234869952,-151.6071169111467
Group 5,-241.06606234869952,-146.49215028507746
Group 5,-243.73581454896058,-142.04435321939158
Group 5,-245.48783943040468,-137.04058152040653
Group 5,-247.9073023618643,-131.48083518812237
Group 5,-250.82734383089362,-127.36662290227451
Group 5,-252.2456496872471,-121.69568164361344
Group 5,-253.91424481243513,-116.35832516479039
Group 5,-256.6674267689523,-111.68813824564339
Group 5,-258.4194516503632,-106.23958684044344
Group 5,-259.58746823798157,-100.90223036162038
Group 5,-261.17263360688037,-95.12009417587508
Group 5,-261.6732121444169,-90.00512754980583
Group 5,-264.92697263847055,-84.66777107098278
Group 5,-269.8493282576791,-81.66550805173323
Group 5,-275.27226241442406,-78.55205010539945
Group 5,-280.361477546178,-74.5490327459285
Group 5,-282.5306512089025,-69.99004075386573
Group 5,-285.7009819467001,-64.43029442158155
Group 5,-289.2884614658112,-60.53847198919482
Group 5,-291.7079243972377,-55.31231043674867
Group 5,-295.29540391634885,-51.08690322381659
Group 5,-299.6337512417316,-47.417470645598314
Group 5,-296.6302800164794,-41.968919238983716
Group 5,-298.6325941666586,-36.40917290740686
Group 5,-297.8817263603538,-29.84867223560861
Group 5,-295.1285444038035,-25.178485316461607
Group 5,-290.2061887846282,-21.95383244304361
Group 5,-288.370734146928,-16.616475964220555
Group 5,-284.7832546278168,-12.16867889853468
Group 5,-281.1123453524827,-8.388051393232177
Group 5,-276.6071385145546,-4.829813740683475
Group 5,-270.85048533278524,-2.2723304269415268
Group 5,-265.26069166349487,0.06276303192465083
Group 5,-259.25374921295725,1.8418818589063246
Group 5,-254.0811043249473,2.8426361984204007
Group 5,-248.15759163063257,4.065780391395601
Group 5,-243.15180625516797,6.178483998215301
Group 5,-237.6454423421337,6.956848484268252
Group 5,-232.72308672292516,10.626281063193854
Group 5,-227.30015256614695,12.07181510963018
Group 5,-221.37663987186542,12.516594816552429
Group 5,-226.04870622230567,9.84791657643358
Group 5,-230.80420232900204,8.291187603620354
Group 5,-224.88068963465415,14.740493349041706
Group 5,-224.9641193909434,23.858477333874582
Group 5,-215.70341644631895,16.853196955861407
Group 5,-210.03019302080565,16.853196955861407
Group 5,-204.77411837650646,17.520366515537454
Group 5,-199.9351925135872,20.85621431391771
Group 5,-194.76254762557724,20.63382446187123
Group 5,-189.8401920063687,23.302502700575435
Group 5,-184.00010906831008,24.636841820634857
Group 5,-178.9108939365894,25.41520630668781
Group 5,-175.15655490496607,29.529418592535663
Group 5,-170.9016373358062,32.531681612492534
Group 5,-165.14498415403685,34.310800438059566
Group 5,-160.55634755985267,36.757088824717286
Group 5,-158.4706036533842,43.095199643054414
Group 5,-155.71742169686704,48.21016626912367
Group 5,-151.96308266531005,52.76915826118645
Group 5,-146.7904377773001,55.549031427682195
Group 5,-140.95035483924147,56.99456547411852
Group 5,-135.94456946377687,58.77368430039287
Group 5,-130.43820555074257,61.21997268634327
Group 5,-124.59812261268395,62.443116879318474
Group 5,-119.75919674973152,64.44462555976128
Group 5,-114.83684113052298,66.55732916516632
Group 5,-109.49733673003404,68.44764291852489
Group 5,-103.49039427943006,70.56034652463727
Group 5,-98.56803866022155,72.1170754974505
Group 5,-93.2285342597326,73.89619432443217
Group 5,-87.55531083421931,75.67531315070653
Group 5,-82.04894692115185,76.6760674902206
Group 5,-76.95973178946433,78.8999660234172
Group 5,-71.87051665771047,80.1231102163924
Group 5,-66.53101225718834,82.34700874888168
Group 5,-61.02464834418723,83.90373772240223
Group 5,-55.35142491864077,84.23732250224025
Group 5,-49.761631249350394,85.34927176883855
Group 5,-45.00613514265404,87.01719566802868
Group 5,-39.66663074213192,87.46197537424361
Group 5,-34.744275122956566,86.46122103472953
Group 5,-28.15332437859317,85.46046669521546
Group 5,-22.229811684245288,86.1276362548915
Group 5,-16.806877527467083,89.24109420122528
Group 5,-12.551959958373578,92.46574707322863
Group 5,-9.21476970803067,96.57995935907648
Group 5,-5.543860432663421,100.80536657200855
Group 5,-1.0386535947684914,103.25165495866628
Group 5,4.050561536985372,106.36511290429273
Group 5,8.555768374913471,108.70020636386624
Group 5,8.555768374913471,114.14875776977351
Group 5,5.218578124570562,119.04133454167432
Group 5,1.3808093367243126,122.93315697476837
Group 5,4.717999587034052,127.26975911337001
Group 5,8.222049349855961,131.27277647213364
Group 5,12.05981813776855,135.2757938316046
Group 5,16.314735706895224,137.83327714463923
Group 5,21.487380594872004,138.8340314841533
Group 5,26.076017189089356,136.27654817111866
Group 5,31.916100127114817,138.6116416313995
Group 5,37.50589379640519,140.61315031042764
Group 5,43.26254697820773,141.83629450411019
Group 5,47.76775381613583,144.39377781643748
Group 5,53.1906879728477,145.61692200941266
Group 5,58.0296138358333,147.61843068985547
Group 5,62.951969455075,150.6206937083977
Group 5,67.95775483053961,150.5094987820208
Group 5,72.96354020600421,146.7288712767183
Group 5,75.29957338120776,141.39151479789524
Group 5,76.6344494813383,136.49893802528712
Group 5,76.21730070009104,130.6056069124576
Group 5,76.71787923762756,125.04586058017341
Group 5,73.29725923106173,121.26523307416359
Group 5,74.63213533115909,116.26146137517857
Group 5,79.13734216908719,113.59278313647437
Group 5,84.14312754458497,113.92636791631239
Group 5,89.89978072635434,114.81592732944956
Group 5,96.24044220194948,116.70624108210082
Group 5,101.66337635872767,118.59655483545939
Group 5,107.33659978424097,120.37567366102641
Group 5,111.50808759714472,124.71227580033539
Group 5,116.59730272886543,128.2705134535914
Group 5,120.35164176048876,132.05114095960124
Group 5,125.35742713595337,134.60862427192853
Group 5,130.36321251141797,135.2757938316046
Group 5,135.20213837440357,136.83252280512514
Group 5,139.45705594353026,140.16837060421273
Group 5,144.29598180651587,137.38849743842428
Group 5,150.1360647445745,136.38774309891022
Group 5,155.05842036374986,137.05491265858626
Group 5,159.1464784204307,133.71906485879137
Group 5,162.73395793947552,129.2712677931055
Group 5,166.2380077023306,125.49064028709567
Group 5,167.7397433149733,120.15328380827262
Group 5,168.6574706338234,114.03756284268928
Group 5,170.99350380902695,109.03379114370426
Group 5,173.07924771546226,104.03001944471923
Group 5,177.16730577210993,100.80536657200855
Group 5,182.2565209038638,99.35983252557223
Group 5,188.2634633544014,100.13819701233251
Group 5,193.9366867799147,99.58222237903335
Group 5,198.8590423991564,100.91656149838546
Group 5,204.19854679967852,101.69492598514573
Group 5,209.53805120020064,102.58448539899024
Group 5,214.7941258444335,104.25240929818035
Group 5,220.1336302449556,105.80913827099359
Group 5,226.14057269549323,106.58750275704654
Group 5,227.30858928311162,111.59127445603157
Group 5,229.3109034332908,116.70624108210082
Group 5,229.64462245834832,121.71001278179317
Group 5,228.4766058706968,127.49214896683114
Group 5,224.47197757033837,132.05114095960124
Group 5,223.05367171395176,137.61088729188543
Group 5,221.3016468325408,143.3930234769234
Group 5,220.21706000117854,148.39679517590844
Group 5,219.63305170738593,153.9565415081926
Group 5,218.29817560725542,159.29389798701564
Group 5,216.96329950715804,164.40886461237758
Group 5,214.7941258444335,169.74622109120062
Group 5,214.96098535694566,175.30596742419215
Group 5,213.12553071924546,180.6433239030152
Group 5,213.04210096298937,186.09187530821515
Group 5,211.79065461914809,191.76281656758354
Group 5,210.45577851901757,197.10017304640658
Group 5,210.12205949396005,202.88230923144457
Group 5,210.20548925024931,208.9980301977352
Group 5,209.20433217514312,214.44658160293517
Group 5,206.45115021862597,220.00632793521936
Group 5,203.61453850585275,226.01085397371844
Group 5,201.94594338069788,231.79299015875642
Group 5,200.61106728056734,236.68556693136455
Group 5,198.4418936178428,241.57814370397267
Group 5,197.35730678654687,247.2490849633411
Group 5,197.02358776148935,253.69839070805511
Group 5,196.10586044263925,259.36933196742353
Group 5,194.1869760487493,264.37310366640855
Group 5,192.268091654793,269.26568043830935
Group 5,191.26693457972,274.15825721091744
Group 5,190.09891799210163,279.2732238362794
Group 5,188.43032286691357,284.16580060888754
Group 5,184.09197554153081,288.9471824544114
Group 5,178.8359008972648,292.61661503404434
Group 5,176.0827189407808,297.1756070261071
Group 5,172.07809064038923,301.73459901887725
Group 5,169.65862770889643,306.96076057132336
Group 5,164.7362720896879,310.5189982238721
Group 5,159.73048671422328,308.5174895441366
Group 5,154.97499060749377,305.960006231102
Group 5,149.0514779132122,302.29057365217636
Group 5,143.5451140002111,302.06818379871527
Group 5,138.03875008714365,301.06742945920115
Group 5,132.6158159303986,300.0666751196871
Group 5,127.69346031115691,298.3987512190823
Group 5,121.93680712938755,296.39724254005415
Group 5,117.18131102269119,294.8405135665336
Group 5,111.84180662216907,293.0613947402593
Group 5,106.2520129528787,291.17108098760804
Group 5,101.162797821158,289.7255469411717
Group 5,95.73986366441297,288.3912078211123
Group 5,89.81635097009826,285.7225295824081
Group 5,83.72597876327137,283.38743612212727
Group 5,78.05275533775809,280.71875788342305
Group 5,72.21267239969946,279.0508339835256
Group 5,67.6240358054821,276.93813037741324
Group 5,62.284531404993146,274.82542677059354
Group 5,56.27758895442235,271.93435867842817
Group 5,50.77122504142123,269.8216550716085
Group 5,45.26486112835377,267.3753666856581
Group 5,40.00878648412091,265.81863771213756
Group 5,34.66928208363196,265.81863771213756
Group 5,28.578909876805078,266.93058697944315
Group 5,23.656554257596554,265.70744278576063
Group 5,20.069074738485387,262.03801020683505
Group 5,15.313578631789035,258.5909674806632
Group 5,10.391223012580511,256.36706894746663
Group 5,5.302007880859817,254.25436534135426
Group 5,1.9648176305500769,249.13939871599234
Group 5,-0.7883643259670673,244.80279657668336
Group 5,-3.1243975012037866,239.02066039164538
Group 5,-8.130182876668396,234.9064481050902
Group 5,-7.713034095387971,227.45638802015478
Group 5,-6.628447264025696,221.8966416878706
Group 5,-5.87757945772093,216.33689535558642
Group 5,-11.217083858243049,212.88985262941463
Group 5,-15.805720452394064,210.22117439071042
Group 5,-20.72807607163576,206.5517418110775
Group 5,-25.567001934555027,203.66067371891216
Group 5,-28.98762194115402,199.6576563594412
Group 5,-24.565844859482006,197.21136797278348
Group 5,-37.24716781067229,192.42998612725958
Group 5,-45.7570029489588,193.98671510078015
Group 5,-50.76278832445658,203.99425849875018
Group 5,-55.93543321246653,208.66444541789718
Group 5,-47.342168317857585,210.1099794636262
Group 5,-60.27378053784929,200.6584106989553
